Kanji Frequency Count,Unique Word Count,Kanji,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6
33652,16,勤,勤める,勤務,勤め,出勤,転勤,通勤
33636,5,旦,旦那,一旦,若旦那,旦,元旦,
33545,16,温,温泉,温かい,温,温度,体温,気温
33525,11,述,述べる,記述,供述,前述,述懐,口述
33521,13,推,推理,推測,推定,推進,推薦,推察
33490,11,丁,丁寧,丁,丁目,丁度,包丁,丁重
33236,12,頂,頂く,頂上,頂戴,頂,頂点,山頂
33235,5,己,自己,己,利己,知己,克己,
33222,13,管,管理,管,血管,保管,管制,煙管
33169,7,到,到着,到底,到達,到る,殺到,到来
33146,14,忍,忍ぶ,忍び,忍,忍者,残忍,忍び込む
33120,9,棒,棒,泥棒,相棒,棍棒,用心棒,棒立ち
33010,16,幕,幕府,幕,天幕,幕僚,字幕,幕末
33008,10,因,原因,因縁,死因,因果,要因,因
32841,8,避,避ける,避難,回避,逃避,退避,避暑
32793,16,泊,泊まる,泊る,宿泊,泊,泊める,泊まり
32785,9,慣,慣れる,習慣,見慣れる,慣習,慣例,慣性
32785,9,及,及ぶ,及び,追及,及ぼす,普及,及川
32737,11,充,充分,充実,充満,補充,充血,充
32658,9,否,否定,否,拒否,否認,安否,否応
32639,7,功,成功,功,志功,功績,功名,功労
32621,11,各,各,各地,各国,各自,各種,各々
32616,14,紅,紅,紅茶,紅葉,紅い,真紅,口紅
32549,18,湯,湯,湯気,お湯,湯川,銭湯,湯浅
32396,14,材,取材,材料,材,人材,材木,素材
32321,11,幾,幾,幾つ,幾度,幾分,幾ら,幾重にも
32277,10,劇,劇,悲劇,劇場,演劇,喜劇,劇団
32259,12,奪,奪う,奪,奪い取る,略奪,掠奪,強奪
32246,12,勇,勇気,勇,勇敢,勇ましい,勇者,勇む
32183,13,営,経営,営業,営む,陣営,運営,大本営
31989,18,圧,圧倒的,圧力,圧迫,圧倒,威圧,圧す
31786,11,効,効果,効く,有効,効率,無効,効力
31772,13,祭,祭,祭り,司祭,祭壇,祭る,祭司
31744,9,冬,冬,冬子,真冬,美冬,冬木,冬眠
31744,2,膝,膝,膝頭,,,,
31696,9,繰,繰り返す,繰る,繰り出す,繰り返し,繰返す,繰り広げる
31625,19,華,華,豪華,華やか,中華,華奢,華麗
31564,16,砲,砲,鉄砲,大砲,砲弾,砲撃,発砲
31421,19,順,順,順番,順調,順序,順子,手順
31270,21,養,養子,教養,養う,栄養,療養,養父
31173,18,厚,厚い,分厚い,厚志,濃厚,厚子,温厚
31172,14,属,金属,所属,属する,属す,付属,配属
31171,9,課,課長,課,課題,放課後,日課,課す
31161,14,曜,日曜日,土曜日,日曜,金曜日,月曜日,水曜日
31143,15,健,健康,健一,健,健全,健在,保健
31128,14,汚,汚れる,汚い,汚す,汚れ,汚染,汚名
31102,12,除,掃除,除く,排除,解除,取り除く,除ける
30915,10,依,依頼,依る,依然として,依存,依然,依子
30781,8,録,記録,録,録音,登録,目録,収録
30745,13,郷,故郷,西郷,郷,郷里,東郷,本郷
30609,13,庫,倉庫,冷蔵庫,文庫,金庫,庫,兵庫
30500,15,飯,飯,ご飯,夕飯,御飯,昼飯,飯田
30320,6,魂,魂,霊魂,身魂,魂胆,士魂,鎮魂
30302,9,慢,我慢,自慢,傲慢,緩慢,高慢,怠慢
30214,6,魚,魚,魚雷,金魚,山椒魚,魚屋,人魚
30077,11,系,系,系統,太陽系,体系,家系,系列
30072,6,汗,汗,汗ばむ,冷や汗,脂汗,冷汗,汗だく
30046,16,欠,欠ける,欠く,欠点,欠陥,欠伸,不可欠
30042,8,寒,寒い,寒気,悪寒,寒,肌寒い,寒風
29974,27,瀬,瀬,広瀬,七瀬,瀬戸口,成瀬,瀬川
29973,3,瞳,瞳,瞳子,瞳孔,,,
29968,4,眉,眉,眉間,眉毛,眉根,,
29934,14,製,製,製品,製造,製作,木製,製薬
29864,9,崩,崩れる,崩す,崩壊,崩れ落ちる,崩,雪崩
29796,17,辞,辞める,お辞儀,世辞,辞書,辞す,辞
29784,15,威,権威,威力,威厳,威,威勢,威嚇
29762,16,善,善,善良,善行,善い,最善,善意
29743,11,区,区,区別,地区,区画,区域,区切る
29708,2,嬉,嬉しい,嬉々,,,,
29685,3,誌,雑誌,誌,日誌,,,
29642,9,致,致す,一致,致命,拉致,致命傷,合致
29619,20,杉,杉,上杉,杉山,杉本,大杉,高杉
29565,16,舎,田舎,校舎,舎,宿舎,兵舎,官舎
29509,16,沙,沙,沙都子,沙汰,沙耶,美沙,沙織
29439,14,財,財産,財布,財宝,財政,財界,財
29437,8,鋭,鋭い,鋭敏,精鋭,鋭さ,鋭利,新鋭
29432,8,隅,隅,片隅,一隅,隅田,隅々,隅田川
29395,13,仮,仮面,仮に,仮,仮定,仮説,仮名
29366,7,舌,舌,舌打ち,饒舌,弁舌,舌なめずり,舌先
29210,8,婆,老婆,婆,婆さん,お婆さん,娑婆,婆ちゃん
29199,13,裂,裂く,裂ける,引き裂く,切り裂く,分裂,破裂
29161,4,緊,緊張,緊急,緊迫,緊密,,
29131,7,衝,衝撃,衝動,衝突,衝く,衝立,衝撃波
29103,6,謝,感謝,謝る,謝罪,謝,謝礼,慰謝
29010,4,匂,匂い,匂う,匂,匂わせる,,
28931,17,富,富,富士,富む,豊富,富士山,富田
28876,16,虫,虫,昆虫,爬虫類,殺虫,弱虫,寄生虫
28870,4,鍵,鍵,合鍵,鍵盤,鍵穴,,
28834,2,頷,頷く,頷ける,,,,
28775,1,呟,呟く,,,,,
28732,20,栄,栄,栄光,光栄,栄養,繁栄,栄える
28729,13,模,模様,規模,相模,模型,模範,模倣
28725,9,呪,呪い,呪文,呪う,呪,呪術,呪縛
28724,13,麗,綺麗,麗,秀麗,麗子,華麗,麗華
28712,10,浴,浴びる,浴衣,浴びせる,浴室,入浴,浴槽
28644,6,超,超,超える,超越,超人,超す,超然
28588,10,奉,奉行,奉公,奉る,奉仕,奉公人,町奉行
28579,18,替,着替える,替える,着替え,交替,切り替える,替る
28513,9,担,担当,担ぐ,負担,担任,担う,担架
28478,10,導,指導,導く,誘導,導入,導師,先導
28474,1,噂,噂,,,,,
28369,8,展,展開,発展,展,展示,展望,進展
28288,9,協,協力,協会,妥協,協議,協定,協
28241,5,靴,靴,靴下,長靴,靴音,革靴,
28157,13,更,更に,変更,今更,更,更ける,更衣
28088,14,脇,脇,脇腹,脇差,小脇,脇浜,脇道
28079,15,敬,尊敬,敬,敬意,敬礼,失敬,敬虔
28044,6,看,看護,看板,看守,看病,看る,看破
27979,10,裕,余裕,裕生,裕子,裕福,裕,裕人
27897,11,宣,宣伝,宣言,宣告,宣,宣教師,宣る
27849,5,呂,風呂,呂,風呂敷,保呂,比呂,
27837,13,停,停止,停る,停める,停車,バス停,停車場
27837,11,憎,憎む,憎悪,憎しみ,憎い,憎らしい,憎まれる
27762,6,珍,珍しい,珍,珍重,物珍しい,珍妙,珍味
27755,19,賀,伊賀,加賀,甲賀,志賀,賀,佐賀
27736,12,泉,泉,温泉,小泉,古泉,和泉,黄泉
27685,13,補,警部補,候補,補給,補佐,補助,補う
27576,8,埋,埋める,埋まる,埋もれる,埋葬,埋め込む,埋没
27568,10,廻,廻る,廻す,廻り,見廻す,廻,廻し
27533,10,僧,僧,小僧,僧侶,僧院,尼僧,僧正
27480,8,県,県,県警,山県,県庁,県道,県内
27464,16,樹,樹,樹木,大樹,果樹,美樹,樹林
27444,15,裁,裁判,裁判所,総裁,裁判官,独裁,体裁
27273,10,慮,遠慮,考慮,配慮,遠慮ない,思慮,無遠慮
27221,13,幼,幼い,幼児,幼稚園,幼年,幼,幼少
27200,12,易,容易,貿易,易い,交易,安易,簡易
27138,13,減,減る,加減,いい加減,減らす,減少,手加減
27125,9,池,池,池田,池袋,菊池,小池,電池
27103,14,筆,筆,鉛筆,筆者,執筆,筆頭,筆跡
27035,17,規,規模,規則,規定,正規,規制,規則正しい
27006,8,鮮,朝鮮,鮮やか,新鮮,鮮明,鮮血,北朝鮮
26917,10,専,専門,専務,専用,専念,専攻,専属
26857,4,斬,斬る,斬首,斬新,斬殺,,
26612,2,机,机,机上,,,,
26596,9,肌,肌,鳥肌,肌寒い,肌着,素肌,肌身
26562,17,巡,巡査,巡る,巡礼,巡回,巡洋艦,逡巡
26562,12,露,露,露骨,披露,露出,暴露,披露宴
26472,29,彦,邦彦,和彦,武彦,山彦,文彦,友彦
26467,6,籠,籠,籠る,旅籠,燈籠,籠屋,印籠
26450,13,執,執行,執拗,執事,執着,執筆,執る
26441,13,浜,横浜,浜,砂浜,浜田,浜辺,浜松
26435,13,懐,懐,懐中,懐かしい,懐しい,懐疑,述懐
26366,8,尻,尻,尻尾,目尻,尻餅,尻目,尻もち
26341,15,挙,挙げる,選挙,一挙,挙動,挙句,検挙
26302,12,油,油,油断,石油,醤油,油絵,油紙
26292,6,藩,藩,藩主,藩士,藩邸,藩政,脱藩
26291,10,港,港,空港,香港,出港,入港,港町
26174,5,祈,祈る,祈り,祈祷,お祈り,祈願,
26112,8,悩,悩む,悩み,苦悩,悩ます,思い悩む,煩悩
26056,12,候,候,候補,天候,気候,居候,徴候
25967,12,封,封筒,封,封じる,封印,封鎖,封建
25889,5,含,含む,含める,含み笑い,含み,言い含める,
25878,2,覗,覗く,覗き,,,,
25869,9,濃,濃い,美濃,濃厚,信濃,濃密,色濃い
25852,11,率,率,率いる,率直,確率,効率,軽率
25811,8,康,健康,家康,康,康子,康臣,不健康
25778,4,距,距離,長距離,遠距離,近距離,,
25777,8,脚,脚,脚本,両脚,失脚,飛脚,三脚
25748,13,烈,強烈,猛烈,烈しい,熱烈,烈,痛烈
25702,5,炎,炎,陽炎,火炎,炎上,肺炎,
25553,13,哀,哀れ,哀しい,可哀そう,可哀想,哀願,可哀相
25489,8,呆,呆れる,呆然,呆然と,阿呆,呆気,呆け
25486,12,植,植物,植える,植民,植木,植村,移植
25401,13,仏,仏,仏教,仏像,仏壇,念仏,神仏
25393,3,狙,狙う,狙い,狙撃,,,
25350,15,航,航空,航海,航,航行,航路,航空機
25312,11,尽,尽くす,尽す,尽きる,立ち尽くす,理不尽,尽力
25300,8,載,載る,載せる,連載,掲載,記載,搭載
25257,7,臓,心臓,内臓,肝臓,臓器,腎臓,臓物
25212,10,操,操作,操縦,操る,体操,操,操舵
25144,12,臭,臭い,臭,悪臭,臭気,体臭,異臭
25141,13,適,適当,適切,快適,適す,適応,適用
25120,5,獣,獣,野獣,猛獣,怪獣,獣医,
24964,10,測,推測,予測,観測,測る,測定,憶測
24960,10,牛,牛,牛乳,牛肉,牛尾,闘牛,牛車
24915,11,聴,聴く,聴取,聴衆,盗聴,聴こえる,視聴
24852,11,策,策,政策,対策,策略,方策,得策
24807,9,亜,亜,亜由美,亜紀,亜美,亜希子,東亜
24753,5,尉,大尉,中尉,少尉,尉,准尉,
24670,7,拳,拳,拳銃,拳骨,鉄拳,拳法,拳闘
24537,9,尊,尊敬,尊い,尊,自尊心,尊重,尊大
24466,9,勘,勘,勘定,勘違い,勘弁,勘当,勘兵衛
24457,3,揮,指揮,発揮,揮う,,,
24345,5,芝,芝居,芝生,芝,東芝,芝山,
24313,16,討,討つ,検討,討伐,討死,討論,討ち取る
24312,10,飾,飾る,飾り,装飾,首飾り,着飾る,飾
24267,11,遣,派遣,遣る,遣い,小遣い,遣う,気遣う
24190,11,謀,参謀,陰謀,無謀,謀略,謀叛,謀反
24089,14,柳,柳,柳生,柳田,柳沢,青柳,柳橋
24087,8,署,署,署長,署名,部署,税務署,署員
24070,11,獄,地獄,監獄,牢獄,獄,脱獄,獄中
24006,9,墓,墓,墓地,墓石,墓場,墓穴,墓所
23978,16,算,計算,予算,算,算段,打算,清算
23925,12,費,費,費用,消費,費やす,浪費,経費
23901,9,幻,幻,幻想,幻覚,幻影,幻滅,幻聴
23833,7,辛,辛い,辛抱,辛うじて,辛,辛抱強い,辛辣
23788,4,緑,緑,緑色,緑川,新緑,,
23743,5,畳,畳,石畳,畳む,四畳半,折り畳む,
23588,11,雷,雷,魚雷,雷鳴,雷撃,地雷,落雷
23560,6,革,革命,革,改革,革新,変革,革靴
23517,1,拶,挨拶,,,,,
23517,1,挨,挨拶,,,,,
23511,15,阿,阿る,阿呆,阿部,阿南,阿波,阿良
23418,6,斎,斎,書斎,斎藤,雲斎,斎木,北斎
23369,10,障,障子,障害,故障,障る,支障,保障
23326,12,豊,豊か,豊,豊富,豊田,豊臣,豊島
23216,8,又,又,又もや,又は,又右衛門,又八,又兵衛
23121,14,略,戦略,侵略,攻略,略,省略,中略
23051,7,泥,泥,泥棒,泥沼,泥酔,泥水,泥まみれ
22983,3,努,努力,努める,努,,,
22979,13,札,札,札幌,改札,札束,表札,切り札
22950,9,凄,凄い,凄まじい,物凄い,凄惨,もの凄い,凄絶
22924,4,灰,灰色,灰,灰皿,石灰,,
22878,9,呑,呑む,呑み込む,呑みこむ,呑気,湯呑み,剣呑
22836,8,占,占める,占領,占い,独占,占拠,占
22802,5,扱,扱う,扱い,取り扱う,扱える,取り扱い,
22766,20,締,締める,握り締める,締めつける,取締役,抱き締める,引き締める
22755,12,継,継ぐ,中継,後継,受け継ぐ,継続,継承
22714,4,貰,貰う,貰える,貰,貰い,,
22711,8,踊,踊る,踊り,踊り場,踊り子,舞踊,踊
22706,1,冗,冗談,,,,,
22595,13,省,省,反省,省略,大蔵省,外務省,文部省
22590,7,了,了解,了,終了,完了,了承,魅了
22572,6,奮,興奮,昂奮,奮闘,奮戦,奮い立つ,奮発
22545,6,魅,魅力,魅,魅惑,魅せる,魅了,魅入る
22430,8,悔,後悔,悔しい,悔いる,懺悔,悔やむ,悔い
22358,4,般,一般,一般人,全般,般若,,
22312,10,貧,貧しい,貧乏,貧弱,貧乏人,貧血,貧困
22298,12,帳,帳,手帳,帳場,帳簿,蚊帳,几帳面
22276,8,乳,乳房,乳,乳母,牛乳,乳首,哺乳類
22224,9,鈴,鈴木,鈴,鈴鹿,呼び鈴,呼鈴,風鈴
22156,16,虚,虚空,虚,虚無,空虚,虚しい,虚ろ
22153,6,霧,霧,霧島,霧雨,濃霧,朝霧,霧散
22144,13,称,称す,称する,名称,自称,称,通称
22134,9,慎,慎重,慎,慎二,慎む,謹慎,不謹慎
22121,7,誠,誠,誠実,忠誠,誠意,誠に,一誠
22104,15,禁,禁止,禁じる,監禁,禁,禁物,禁制
22044,11,築,建築,築く,構築,築地,新築,改築
21990,6,狭,狭い,狭間,若狭,狭苦しい,狭まる,狭める
21976,2,筈,筈,手筈,,,,
21963,10,昇,昇る,上昇,昇,昇進,昇降,昇格
21928,4,喉,喉,咽喉,喉元,喉仏,,
21882,12,穂,和穂,穂,赤穂,秋穂,瑞穂,穂先
21870,9,釈,解釈,会釈,釈放,講釈,釈然,釈迦
21825,5,孫,孫,子孫,孫娘,公孫,孫九郎,
21791,12,即,即座,即ち,即,即死,即位,即刻
21774,10,層,一層,層,上層,大層,高層,下層
21766,7,嫁,嫁,花嫁,嫁ぐ,嫁さん,嫁入り,兄嫁
21695,6,耐,耐える,忍耐,耐えがたい,耐え難い,耐久,耐性
21618,10,潜,潜む,潜る,潜水,潜める,潜入,潜在
21534,9,裸,裸,全裸,裸体,裸足,裸身,半裸
21484,15,党,党,悪党,郎党,政党,共産党,党員
21477,4,齢,年齢,齢,高齢,老齢,,
21415,7,招,招く,招待,手招き,招き,招き入れる,招集
21413,6,督,監督,提督,総督,督,家督,督促
21410,12,換,交換,転換,換える,変換,乗り換える,言い換える
21362,10,域,地域,領域,域,区域,全域,海域
21319,4,叔,叔父,叔母,叔父さん,叔母さん,,
21244,10,澄,澄む,澄ます,香澄,佳澄,澄,澄子
21216,6,企,企業,企画,企む,企てる,企て,企図
21208,4,勉,勉強,勤勉,勉学,勉,,
21204,6,貸,貸す,貸し,貸,金貸し,賃貸,貸せる
21030,7,妖,妖精,妖怪,妖しい,妖魔,妖術,妖気
21010,6,覆,覆う,覆面,覆い,覆す,転覆,覆る
20924,3,帽,帽子,帽,烏帽子,,,
20919,10,跳,跳ぶ,跳ねる,跳躍,跳ね上がる,跳ね,飛び跳ねる
20861,7,邸,邸,邸宅,官邸,藩邸,別邸,私邸
20826,4,慌,慌てる,恐慌,慌ただしい,慌しい,,
20734,13,講,講義,講演,講師,講堂,講じる,講
20639,7,舟,舟,小舟,海舟,湯舟,助け舟,石舟
20578,5,掴,掴む,掴める,掴まる,掴まえる,鷲掴み,
20577,8,滝,滝,滝川,滝沢,鳴滝,滝田,滝子
20520,6,亀,亀井,亀,亀裂,亀山,亀吉,亀戸
20471,10,柱,柱,電柱,支柱,円柱,帆柱,柱時計
20469,12,農,農家,農民,農場,農業,農夫,農村
20456,1,紹,紹介,,,,,
20443,11,召,召す,召使,召使い,召喚,お召,召集
20388,3,亭,亭主,亭,料亭,,,
20373,6,乾,乾く,乾,乾燥,乾杯,乾かす,乾す
20213,7,銭,銭,金銭,小銭,銭湯,銭形,賽銭
20137,10,滑,滑る,滑稽,滑らか,滑走,滑り込む,滑り落ちる
20126,8,噛,噛む,噛みつく,噛みしめる,噛み締める,噛み合う,噛み殺す
20093,4,拾,拾う,拾い上げる,収拾,拾,,
20090,4,倍,倍,人一倍,安倍,倍加,,
20087,10,雅,優雅,雅子,雅,博雅,雅也,雅彦
20073,12,熊,熊,熊本,熊野,熊谷,熊田,熊楠
20055,6,訴,訴える,訴訟,訴え,起訴,告訴,控訴
20052,5,軒,軒,軒下,軒先,一軒家,梅軒,
20039,5,抵,抵抗,大抵,抵当,無抵抗,並大抵,
20018,6,侍,侍,侍女,侍従,侍る,侍臣,侍医
20000,14,祝,祝福,祝い,祝う,お祝い,祝,祝詞
19983,3,暇,暇,休暇,暇つぶし,,,
19955,7,睨,睨む,睨みつける,睨み合う,睨める,睨み,睨み付ける
19928,11,拝,礼拝,拝む,拝見,崇拝,拝,参拝
19925,9,審,不審,審査,審判,陪審,審,審問
19883,6,姓,百姓,姓,小姓,素姓,姓名,旧姓
19878,12,典,古典,典型,典子,典,辞典,英典
19837,5,龍,龍,龍太郎,龍之介,龍一,龍子,
19819,4,針,針,方針,針金,針路,,
19800,10,柔,柔らかい,柔らか,柔道,柔,柔軟,柔和
19787,8,徴,特徴,象徴,徴候,徴,徴兵,徴用
19734,13,則,規則,法則,原則,則,規則正しい,不規則
19727,10,摩,薩摩,志摩子,摩耶,摩,志摩,摩擦
19713,4,偶,偶然,偶像,配偶,土偶,,
19614,2,匹,匹,匹敵,,,,
19587,3,卿,卿,公卿,枢機卿,,,
19535,12,透,透明,透,透ける,浸透,透かす,見透かす
19486,3,撮,撮る,撮影,撮れる,,,
19480,7,糸,糸,毛糸,糸口,糸子,一糸,金糸
19478,6,弓,弓,弓子,真弓,弓矢,弓道,弓なり
19449,8,誤,誤解,誤る,誤り,誤魔化す,錯誤,誤算
19445,13,豪,豪華,豪,豪族,豪奢,豪傑,豪雨
19359,8,懸,懸命,一生懸命,懸念,懸る,懸ける,一所懸命
19357,8,溜,溜息,溜め息,溜まる,溜める,溜り,溜る
19305,9,律,法律,律子,律,旋律,規律,律儀
19257,6,携,携帯,携える,提携,携わる,連携,携行
19242,10,液,血液,液体,液,唾液,精液,体液
19234,4,蹴,蹴る,蹴飛ばす,一蹴,蹴破る,,
19167,7,浪,浪人,浪,放浪,浮浪,浪士,浪費
19166,8,徹,徹底的,徹,徹底,徹夜,徹す,冷徹
19022,12,猛,猛烈,猛,猛然と,猛獣,獰猛,勇猛
18992,2,械,機械,器械,,,,
18980,6,荘,別荘,荘,山荘,荘厳,荘重,荘園
18960,7,誇,誇り,誇る,誇張,勝ち誇る,誇らしげ,誇示
18940,5,版,出版,版,版画,初版,かわら版,
18939,7,複,複雑,複数,複製,複合,複,重複
18913,3,詳,詳しい,詳細,不詳,,,
18865,15,塚,塚,大塚,塚本,犬塚,塚原,手塚
18839,9,歓,歓迎,歓声,歓喜,歓び,歓待,歓楽
18799,7,葬,葬式,葬儀,葬る,埋葬,火葬,葬
18799,6,趣,趣味,趣,趣向,趣旨,趣き,意趣
18785,13,創,創造,創作,創る,創,創立,独創
18748,4,喋,喋る,お喋り,喋れる,喋,,
18744,3,秒,秒,秒間,秒速,,,
18743,5,蛇,蛇,大蛇,蛇口,毒蛇,蛇行,
18709,6,刃,刃,刃物,白刃,刃先,刃傷,自刃
18694,1,槍,槍,,,,,
18672,5,棚,棚,戸棚,本棚,書棚,神棚,
18646,6,拭,拭く,拭う,手拭,手拭い,払拭,拭き取る
18606,5,皿,皿,灰皿,大皿,小皿,受け皿,
18543,4,丘,丘,丘陵,砂丘,比丘尼,,
18480,10,躍,活躍,躍る,跳躍,飛躍,躍起,躍り出る
18476,8,旗,旗,旗本,旗艦,国旗,軍旗,降旗
18474,7,湖,湖,湖畔,湖水,湖面,琵琶湖,湖上
18465,6,豆,豆,伊豆,豆腐,納豆,小豆,大豆
18455,11,浦,三浦,浦,浦上,松浦,浦川,杉浦
18449,5,環,環境,環,循環,一環,環状,
18363,8,卒,卒業,卒,何卒,兵卒,卒業生,卒倒
18360,8,這,這う,這入る,這い出す,四つん這い,這いずる,腹這い
18250,5,斜,斜め,斜面,傾斜,斜,急斜面,
18217,9,酷,残酷,酷い,冷酷,苛酷,酷,過酷
18215,3,虎,虎,景虎,虎之助,,,
18181,5,濡,濡れる,濡らす,濡れ,ずぶ濡れ,びしょ濡れ,
18133,11,干,飲み干す,干す,干渉,干る,若干,欄干
18129,11,垣,垣,石垣,垣根,稲垣,人垣,板垣
18118,11,貫,貫く,貫,一貫,貫通,貫禄,綿貫
18114,4,唯,唯一,唯,唯物,唯今,,
18106,11,鶴,鶴,千鶴,真鶴,鶴田,鶴吉,鶴子
18045,7,抑,抑える,抑制,抑揚,抑圧,抑留,抑
18006,6,頑,頑張る,頑丈,頑固,頑強,頑として,頑健
17993,8,垂,垂れる,垂らす,垂直,垂,垂れ下がる,垂れ
17991,9,援,応援,援助,支援,救援,援軍,援護
17982,3,隙,隙間,隙,間隙,,,
17949,10,旧,旧,旧式,旧友,旧い,旧家,旧知
17875,7,咲,咲く,咲,美咲,咲かせる,咲子,咲き
17872,8,嘆,嘆く,感嘆,嘆息,嘆き,驚嘆,悲嘆
17820,11,往,往来,往復,往く,右往左往,右往左往,往生
17805,3,塔,塔,尖塔,砲塔,,,
17782,12,牧,牧師,牧場,牧野,牧,牧原,牧草
17716,3,偵,探偵,偵察,密偵,,,
17711,4,忙,忙しい,多忙,お忙しい,忙殺,,
17699,8,掘,掘る,発掘,掘り出す,掘り,掘り返す,掘り起こす
17667,8,涼,涼子,涼しい,涼,荒涼,涼しげ,荒涼たる
17626,9,刊,週刊,刊行,夕刊,刊,朝刊,創刊
17598,9,双,双方,双,双子,双眸,双眼鏡,双葉
17584,5,掌,掌,車掌,合掌,掌握,掌中,
17570,6,委,委員,委ねる,委細,委せる,委任,委託
17567,9,標,目標,標的,標準,標本,標識,標
17544,11,偽,偽,偽り,偽物,偽装,偽善,偽る
17534,3,狼,狼,狼狽,狼藉,,,
17397,12,乃,由乃,志乃,乃木,乃梨子,信乃,美乃
17362,7,預,預ける,預かる,預金,預る,預言,預り
17360,5,寂,寂しい,静寂,寂しげ,寂,寂寥,
17354,16,縮,恐縮,縮める,縮む,縮小,収縮,凝縮
17304,7,啓,啓,啓子,啓一郎,啓介,啓示,啓蒙
17264,12,賞,賞,受賞,鑑賞,賞金,賞賛,懸賞
17233,4,翼,翼,右翼,左翼,両翼,,
17193,9,暖,暖かい,暖炉,暖,暖房,暖簾,暖か
17148,5,蒼,蒼,蒼白,蒼い,蒼白い,鬱蒼,
17124,6,孤,孤独,孤立,孤児,孤,孤島,孤高
17069,8,綱,綱,手綱,横綱,綱吉,信綱,綱渡り
17052,8,凝,凝視,凝る,凝らす,凝縮,凝固,凝然
17010,9,焦,焦る,焦点,焦げる,焦り,焦燥,焦がす
16998,6,祐,祐,祐子,祐美,祐司,祐亨,康祐
16985,5,阪,大阪,阪神,阪,阪神銀行,阪急,
16932,4,愉,愉快,不愉快,愉しい,愉悦,,
16833,5,寸,寸前,一寸,寸,寸法,寸分,
16767,7,侵,侵入,侵略,侵攻,侵す,侵害,侵食
16759,9,縛,縛る,縛りつける,束縛,呪縛,縛,金縛り
16758,3,患,患者,患う,疾患,,,
16733,9,塗,塗る,塗り,塗,塗りつぶす,塗料,塗装
16695,6,脅,脅迫,脅す,脅かす,脅威,脅える,脅し
16693,5,洞,洞窟,洞,洞穴,空洞,洞察,
16671,5,殴,殴る,殴りつける,ぶん殴る,殴打,殴り合い,
16584,5,偉,偉い,偉大,偉業,お偉方,偉人,
16564,11,愚,愚か,愚痴,愚,愚かしい,愚か者,愚劣
16527,9,損,損,損害,損傷,損失,損ねる,損なう
16506,8,索,捜索,探索,詮索,索,検索,思索
16500,6,紫,紫,紫色,筑紫,薄紫,紫煙,紫式部
16489,11,辰,辰,辰夫,辰巳,辰吉,辰子,北辰
16472,7,戒,警戒,戒める,戒律,哨戒,戒め,戒厳
16470,6,幹,幹部,幹,新幹線,幹事,幹線,幹也
16359,8,筒,封筒,筒,円筒,筒井,水筒,竹筒
16329,11,丹,丹,丹波,伊丹,丹念,丹羽,牡丹
16298,10,俊,俊,俊助,俊夫,俊介,俊吉,俊一
16278,12,梅,梅,梅雨,梅津,梅子,小梅,塩梅
16261,1,雰,雰囲気,,,,,
16138,12,惨,悲惨,惨め,無惨,凄惨,惨劇,惨状
16089,10,奏,演奏,奏でる,奏上,奏,奏す,伴奏
16080,6,幽,幽霊,幽い,幽閉,幽か,幽鬼,幽谷
16037,1,顎,顎,,,,,
16023,9,延,延,延びる,延ばす,延長,生き延びる,延期
16012,6,沿,沿う,沿い,沿岸,沿線,沿道,海沿い
16002,5,氷,氷,氷室,氷河,氷山,氷塊,
15934,8,競,競争,競馬,競技,競う,競走,競売
15926,6,袖,袖,袖口,小袖,半袖,振袖,長袖
15902,10,仙,仙,仙台,仙人,仙波,仙吉,仙女
15870,10,伴,伴う,伴,同伴,伴奏,伴侶,お伴
15870,6,閣,閣下,内閣,閣僚,閣議,天守閣,金閣
15851,6,施,施設,施す,実施,施錠,施行,布施
15761,13,仁,仁,久仁子,仁吉,仁王立ち,御仁,仁王
15753,13,潮,潮,紅潮,新潮,風潮,血潮,新潮社
15643,5,療,治療,医療,診療,療養,療法,
15631,4,叱,叱る,叱咤,叱りつける,叱責,,
15613,6,掃,掃除,掃く,一掃,清掃,掃射,掃討
15590,3,拒,拒否,拒む,拒絶,,,
15571,3,或,或,或いは,或は,,,
15524,4,喧,喧嘩,喧騒,喧噪,喧しい,,
15478,11,渋,渋谷,渋い,渋滞,渋々,渋る,渋沢
15448,6,桐,桐,桐原,桐生,片桐,桐山,桐子
15439,5,季,季節,季,四季,年季,夏季,
15400,5,縦,縦,操縦,縦横,縦横無尽,縦隊,
15392,6,惜,惜しい,惜しむ,口惜しい,惜しみ,惜しげ,負け惜しみ
15325,7,鎖,鎖,閉鎖,封鎖,連鎖,鎖骨,鎖国
15312,6,訓,訓練,教訓,訓,訓示,訓子,特訓
15300,4,稿,原稿,投稿,稿,草稿,,
15293,6,副,副,副官,副長,副作用,副島,副将
15266,3,撫,撫でる,愛撫,撫でつける,,,
15223,8,賢,賢,賢い,賢明,賢者,賢一,賢三
15175,6,畑,畑,田畑,畑中,麦畑,高畑,小畑
15132,5,暑,暑い,蒸し暑い,避暑,暑苦しい,残暑,
15106,9,菊,菊,菊池,菊男,菊地,菊江,菊川
15097,9,著,著,著者,著作,著しい,著書,著名
15088,14,也,和也,美也子,雅也,文也,哲也,麻也子
15085,6,陥,陥る,欠陥,陥落,陥れる,陥没,陥穽
15081,4,揃,揃う,揃える,揃い,揃,,
15077,11,堀,堀,堀田,八丁堀,小堀,堀越,堀部
