Kanji Frequency Count,Unique Word Count,Kanji,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6
81387,22,礼,失礼,礼,お礼,礼儀,一礼,無礼
81293,18,像,想像,像,映像,肖像,画像,仏像
81075,20,剣,剣,真剣,短剣,剣士,剣術,剣道
80964,25,容,内容,容易,容赦,容疑,収容,容貌
80580,7,忘,忘れる,忘れ,忘れ去る,忘却,忘れ物,置き忘れる
80405,20,限,限り,限る,限界,無限,制限,限定
80238,31,裏,裏,裏切る,脳裏,裏口,裏手,裏側
80136,29,歌,歌,歌う,歌手,歌舞伎町,歌声,歌舞伎
79573,37,伊,伊,伊藤,伊代,伊織,伊賀,伊豆
79348,19,探,探す,探偵,探る,探索,探検,探し出す
79092,33,難,難しい,困難,非難,難い,難,有難い
79019,16,建,建物,建てる,建設,建築,建,建つ
78652,30,政,政治,政府,政,政策,政権,家政
78321,16,注,注意,注ぐ,注文,注目,注,注射
78209,16,疑,疑う,疑問,疑い,容疑,疑惑,疑わしい
78054,20,席,席,座席,出席,客席,同席,欠席
77736,19,旅,旅,旅行,旅館,旅人,旅立つ,旅籠
77661,20,眠,眠る,眠り,眠れる,眠い,睡眠,催眠
77597,19,示,示す,指示,表示,暗示,展示,提示
77581,19,許,許す,許可,許,許せる,お許し,免許
77473,37,差,差し出す,差,差す,眼差し,差別,差し込む
77335,32,破,破る,破壊,破れる,破片,破滅,突破
77324,27,任,責任,任せる,任務,主任,任,担任
77007,8,奴,奴,奴隷,奴ら,奴等,彼奴,奴さん
76224,23,式,式,儀式,正式,形式,葬式,結婚式
76170,20,陽,太陽,陽,陽子,陽気,陽光,太陽系
75993,14,婦,夫婦,婦人,婦,主婦,貴婦人,娼婦
75801,24,余,余,余裕,余計,余り,余地,余る
75781,20,軽,軽い,軽蔑,軽,軽井沢,気軽,軽やか
75564,21,負,負ける,勝負,背負う,負う,負傷,負け
75543,18,敷,屋敷,座敷,敷く,敷地,風呂敷,敷居
75486,26,支,支配,支える,支度,支店,支払う,支持
74765,17,願,お願い,願う,願い,願,願望,志願
74711,15,令,命令,司令,令,指令,令嬢,軍令
74534,26,参,参る,参加,参謀,参考,持参,参照
74411,33,投,投げる,投げ出す,投げつける,投げかける,投稿,投じる
74243,21,種,種,一種,種類,人種,種族,種々
73805,13,庭,庭,家庭,中庭,庭園,校庭,裏庭
73748,22,談,相談,冗談,談,縁談,会談,雑談
73700,29,具,具合,道具,具,具体,家具,玩具
73682,3,訊,訊く,訊ねる,訊問,,,
73594,24,観,観察,観,観念,観光,観る,観客
73076,13,円,円,円形,円盤,円筒,円い,楕円
73072,21,等,等,彼等,上等,等々力,等しい,高等
72802,35,端,端,途端,先端,極端,中途半端,一端
72600,19,共,と共に,共に,共通,共,共同,共和
72553,42,谷,谷,渋谷,谷間,長谷川,小谷,四谷
72482,25,傷,傷,傷つける,傷つく,負傷,傷口,感傷
72381,31,造,構造,造,造る,造り,創造,無造作
72158,23,位,位置,位,地位,単位,王位,上位
72112,24,備,準備,警備,備える,整備,装備,予備
72027,17,仲,仲間,仲,仲良く,仲よく,仲介,仲直り
72005,27,工,工場,工事,人工,細工,工作,工夫
71994,13,途,途中,途端,途方,途切れる,途,中途半端
71917,21,護,看護,弁護士,保護,護,護衛,弁護
71839,20,刻,時刻,刻む,刻,一刻,深刻,先刻
71755,31,装,装置,服装,武装,衣装,装う,装備
71693,41,津,十津川,津,志津,津田,会津,美津子
71332,20,周,周囲,周り,周辺,周,一周,周到
70816,16,号,号,番号,信号,記号,暗号,号令
70747,26,舞,舞台,舞う,舞,見舞い,見舞う,舞踏
70561,13,微,微笑,微笑む,微妙,微か,微,微塵
70399,27,折,折る,折れる,折,折り返す,時折,折角
70399,17,類,類,人類,種類,書類,親類,衣類
70185,24,並,並ぶ,並べる,並,並み,並木,人並み
70157,36,香,香,香り,春香,香水,香港,香澄
70079,22,優,優しい,女優,優秀,優雅,優れる,優先
70073,14,再,再び,再,再会,再生,再開,再度
69954,39,久,久しぶり,永久,久,大久保,久美子,久しい
69586,19,泣,泣く,泣き声,泣き,泣きじゃくる,すすり泣く,泣き叫ぶ
69443,6,怖,恐怖,怖い,怖がる,畏怖,恐怖症,怖気
68991,31,越,越える,越す,越し,越後,乗り越える,引っ越す
68800,17,景,光景,風景,景色,景,背景,景虎
68401,19,夕,夕方,夕食,夕,夕子,夕刻,夕暮れ
68298,15,求,求める,要求,欲求,請求,追求,求婚
68211,15,例,例,例えば,例外,異例,例える,実例
68157,22,接,直接,接近,接触,接吻,接す,応接
68064,27,制,制服,制,制度,強制,制す,制御
67998,33,密,秘密,密か,密室,厳密,密,機密
67659,48,沢,沢山,沢,贅沢,軽井沢,滝沢,金沢
67589,18,殿,殿,殿下,宮殿,神殿,殿様,御殿
67569,13,刑,刑事,死刑,処刑,刑,刑務所,刑部
67365,19,与,与える,与る,与力,関与,与志,与太
67355,19,医,医者,医師,医,医学,軍医,医療
67199,45,波,波,電波,丹波,阿波,波打つ,仙波
67064,10,街,街,街道,街路,市街,街灯,街角
66728,18,怪,怪我,怪しい,怪物,奇怪,妖怪,怪
66398,20,興,興味,興奮,興,興味深い,興行,復興
66355,10,映,映画,映る,映像,映す,映し出す,反映
66267,12,争,戦争,争う,争い,競争,闘争,論争
66224,19,激,激しい,刺激,感激,急激,激突,激怒
66218,25,霊,霊,幽霊,精霊,言霊,亡霊,御霊
66114,14,局,結局,局,局長,当局,テレビ局,局面
66086,33,乱,混乱,乱暴,乱れる,乱,乱す,散乱
66005,23,喜,喜ぶ,喜び,喜,歓喜,喜劇,慶喜
65983,10,完,完全,完成,完璧,完了,完,不完全
65975,23,図,地図,合図,図,意図,図書館,指図
65864,13,写,写真,描写,写る,写す,写,写し
65799,7,困,困る,困難,困惑,貧困,困憊,困窮
65782,17,案,案内,提案,思案,案,案外,案じる
65759,14,故,事故,何故,故郷,故,故に,何故か
65754,14,閉,閉じる,閉める,閉ざす,閉まる,閉じこめる,閉鎖
65683,37,蔵,蔵,武蔵,冷蔵庫,内蔵助,土蔵,半蔵
65538,10,験,経験,体験,実験,試験,受験,修験
65514,13,危,危険,危ない,危機,危うい,危害,危惧
65476,24,辺,辺,辺り,周辺,渡辺,身辺,辺境
65235,24,商,商売,商人,商品,商店,商,商会
65225,21,星,星,惑星,火星,衛星,星野,木星
65179,32,退,退屈,退く,退る,後退,撤退,退職
65017,19,選,選ぶ,選手,選択,選挙,選,選択肢
65008,7,査,捜査,調査,巡査,検査,審査,探査
64883,29,産,財産,生産,産む,産業,産,遺産
64834,15,銀,銀,銀行,銀座,銀色,銀河,金銀
64335,12,派,立派,派,派手,派遣,一派,派閥
64206,8,昨,昨日,昨夜,昨年,一昨日,昨晩,一昨年
63884,20,秋,秋,秋葉,秋山,秋田,秋生,千秋
63880,18,程,程度,程,ある程度,過程,先程,余程
63853,17,非,非常,非,非難,是非,非情,非道
63802,16,底,底,徹底的,到底,徹底,心底,海底
63665,26,吹,吹く,吹き出す,吹き飛ばす,山吹,伊吹,吹き込む
63653,12,床,床,寝床,床の間,床屋,床下,病床
63529,23,丸,丸,丸い,弾丸,丸める,丸太,丸山
63504,19,奇,奇妙,好奇,奇怪,奇跡,奇,奇蹟
63475,24,弾,弾,弾く,爆弾,弾丸,弾む,弾ける
63421,15,処,何処,処理,処,処置,処分,此処
62873,12,恋,恋,恋人,恋愛,恋しい,恋する,失恋
62766,34,坂,坂,遠坂,大坂,赤坂,坂道,坂本
62762,29,射,反射,射る,射つ,発射,射撃,注射
62443,14,弟,弟,兄弟,弟子,子弟,門弟,義弟
62368,23,休,休む,休み,夏休み,休暇,休憩,休める
62360,15,罪,罪,犯罪,罪人,罪悪,謝罪,無罪
62285,35,南,南,南部,南方,南北,阿南,南下
61535,22,巻,巻く,巻,巻き込む,巻き,渦巻く,取り巻く
61444,24,速,速い,速度,早速,急速,高速,加速
61432,12,束,約束,束,拘束,花束,束ねる,束の間
61316,9,丈,大丈夫,丈,丈夫,頑丈,背丈,気丈
61098,14,吸,吸う,呼吸,吸血鬼,吸い込む,吸いこむ,吸収
61079,27,司,司令,司,司祭,上司,司教,寿司
61065,18,秘,秘密,秘書,神秘,秘める,秘,極秘
60769,21,角,角,方角,一角,角度,四角い,折角
60601,23,館,館,旅館,図書館,博物館,大使館,美術館
60439,29,鉄,鉄,鉄道,鉄砲,地下鉄,鋼鉄,鉄太郎
60168,15,欲,欲しい,欲望,欲,食欲,欲求,意欲
60166,8,姫,姫,高姫,姫君,姫路,黒姫,千姫
59850,28,散,散る,散歩,散らす,散らばる,飛び散る,解散
59809,9,険,危険,冒険,保険,険しい,険悪,陰険
59796,14,象,印象,現象,対象,象徴,象,抽象
59782,23,害,被害,殺害,障害,損害,妨害,害
59750,16,移,移動,移る,移す,移住,移植,移行
59737,23,宿,宿,新宿,下宿,宿る,宿屋,宿泊
59602,24,従,従う,に従って,従って,従業,従者,従来
59476,4,午,午後,午前,正午,午,,
59287,20,駆,駆ける,駆けつける,駆け寄る,駆る,駆け出す,駆逐
59262,19,雨,雨,雨戸,梅雨,雨宮,豪雨,風雨
59258,19,夏,夏,夏休み,夏枝,夏美,夏子,初夏
59222,30,毛,毛,髪の毛,毛布,毛皮,毛利,赤毛
59167,7,姉,姉,姉さん,姉妹,姉ちゃん,義姉,姉たち
59038,15,暮,暮らす,暮す,暮れる,暮らし,暮れ,暮し
58951,34,河,河,大河,銀河,河原,河岸,河野
58527,13,惑,迷惑,惑星,疑惑,困惑,戸惑う,誘惑
58466,33,尾,尾,尻尾,尾行,松尾,尾崎,尾張
58348,12,働,働く,労働,働き,働かせる,働きかける,働ける
58228,21,独,孤独,独立,独り,独身,独特,独自
58217,12,触,触れる,感触,接触,触る,触手,触れ合う
58109,15,帯,帯,携帯,帯びる,地帯,一帯,包帯
57939,23,遊,遊び,遊ぶ,遊ばす,遊女,遊戯,遊園
57734,21,権,権,権利,権力,権威,政権,特権
57551,25,雑,雑誌,複雑,雑草,混雑,雑木林,雑談
57226,12,響,響く,影響,響き,反響,鳴り響く,音響
57127,23,絵,絵,挿絵,絵画,絵本,千絵,絵里子
57000,5,昔,昔,昔話,大昔,昔ながら,今昔,
56791,19,条,条件,上条,条,北条,条約,東条
56687,25,春,春,青春,春香,春子,売春,春日
56628,23,職,職業,職,職人,職員,就職,職場
56582,28,薄,薄い,薄,薄暗い,薄れる,薄笑い,軽薄
56324,10,握,握る,握りしめる,把握,握手,握り締める,握り
55939,25,橋,橋,高橋,橋本,日本橋,大橋,桟橋
55880,24,布,布,布団,財布,毛布,由布,麻布
55844,14,雪,雪,雪子,深雪,吹雪,雪崩,正雪
55758,27,末,末,始末,粗末,結末,末期,週末
55714,14,攻,攻撃,攻める,攻め,攻略,特攻,侵攻
55553,31,羽,羽,羽根,羽織,浅羽,羽目,羽織る
55115,15,森,森,青森,森田,森林,大森,森川
54940,36,岡,松岡,岡,岡田,福岡,岡本,山岡
54668,31,寺,寺,寺院,お寺,寺尾,西園寺,小野寺
54448,21,割,割る,割,割れる,役割,割り,割合
54287,20,登,登る,登場,登,登山,登録,登校
54283,12,鹿,馬鹿,鹿,鹿児島,馬鹿げる,鹿島,馬鹿馬鹿しい
54153,3,眺,眺める,眺め,眺望,,,
54072,13,毎,毎日,毎年,毎晩,毎朝,毎,毎月
53985,25,比,比べる,比,比較,朝比奈,比較的,見比べる
53820,15,艦,艦,艦隊,艦長,戦艦,軍艦,艦橋
53813,15,犬,犬,猟犬,犬塚,子犬,野良犬,犬山
53783,25,掛,掛ける,仕掛ける,掛かる,仕掛け,出掛ける,腰掛ける
53685,33,崎,崎,長崎,山崎,井崎,尾崎,岩崎
53655,21,園,公園,園,学園,庭園,幼稚園,西園寺
53322,29,里,里,郷里,里子,万里,千里,里香
53257,26,玉,玉,玉子,目玉,玉座,お玉,児玉
53214,9,低,低い,最低,低,低下,最低限,低める
52923,15,球,地球,野球,球,地球人,眼球,琉球
52900,18,鼻,鼻,鼻先,鼻息,鼻血,鼻孔,鼻歌
52549,22,刀,刀,太刀,短刀,刀身,一刀,木刀
52499,20,払,払う,支払う,追い払う,支払い,振り払う,咳払い
52338,32,清,清,清水,清潔,清い,清美,清める
52164,8,玄,玄関,玄,信玄,玄蕃,玄人,玄真
52152,4,憶,記憶,憶える,憶測,追憶,,
51841,21,秀,秀吉,光秀,秀,優秀,秀麗,秀頼
51647,11,個,個,個人,個性,個室,個々,個所
51550,16,育,教育,育つ,育てる,育ち,体育,体育館
51476,7,訪,訪ねる,訪れる,訪問,来訪,諏訪,訪れ
51462,21,聖,聖,神聖,聖書,聖堂,聖なる,聖地
51410,9,晩,晩,今晩,毎晩,晩餐,晩年,昨晩
51373,24,照,照らす,照明,照,照れる,対照,参照
51298,11,煙,煙草,煙,煙突,煙管,煙る,喫煙
51073,19,曲,曲,曲がる,曲げる,曲る,曲者,作曲
51021,12,包,包む,包み,包囲,包帯,包丁,包み込む
50860,21,逆,逆,逆らう,逆転,逆上,反逆,逆さ
50858,26,踏,踏む,踏み込む,踏み出す,踏み入れる,舞踏,踏みこむ
50775,16,刺,刺す,刺激,名刺,突き刺さる,突き刺す,刺客
50725,30,岩,岩,岩崎,岩松,岩山,岩場,岩田
50718,21,弁,弁護士,弁当,弁,弁護,弁解,勘弁
50712,7,闇,闇,暗闇,夕闇,薄闇,闇夜,無闇
50679,11,沈,沈黙,沈む,沈める,沈没,沈痛,沈着
50548,15,房,女房,房,乳房,書房,厨房,暖房
50470,19,未,未来,未,未だ,未知,未亡人,未練
50410,24,領,領,占領,大統領,領主,領域,要領
50230,14,銃,銃,拳銃,銃声,銃口,銃弾,機銃
50185,24,弱,弱い,弱る,弱々しい,弱点,衰弱,貧弱
50071,17,衣,衣,衣服,衣装,衣裳,上衣,浴衣
50064,13,襲,襲う,襲撃,襲いかかる,空襲,奇襲,襲
50009,17,堂,堂,食堂,堂々,本堂,聖堂,堂々たる
49890,19,紀,世紀,美由紀,由紀子,紀子,早紀,紀
49802,15,英,英語,英,英雄,英国,英子,英二
49771,29,洋,西洋,洋子,洋服,東洋,太平洋,洋
49687,17,快,不快,愉快,不愉快,快い,快楽,快感
49591,7,普,普通,普段,普及,普遍,普請,普
49517,12,型,型,大型,小型,典型,模型,髪型
49499,23,焼,焼く,焼ける,焼,焼き,焼酎,日焼け
49384,19,福,幸福,福,祝福,福島,福岡,福田
49352,17,跡,跡,足跡,奇跡,遺跡,追跡,痕跡
49191,14,伸,伸ばす,伸びる,伸,伸び,伸子,欠伸
49191,12,史,歴史,史,女史,史上,悟史,史郎
48948,14,徒,生徒,徒,教徒,徒歩,信徒,使徒
48700,18,短,短い,短剣,短,短刀,短篇,短編
48635,27,骨,骨,露骨,骨董,頭蓋骨,骨折,骸骨
48364,11,捨,捨てる,見捨てる,投げ捨てる,脱ぎ捨てる,切り捨てる,言い捨てる
48356,3,枚,枚,二枚目,枚数,,,
48139,18,闘,戦闘,闘う,闘争,決闘,格闘,闘い
48136,15,昼,昼,昼間,昼食,昼休み,お昼,昼寝
48115,18,固,固い,固める,固定,固まる,頑固,断固
48040,28,極,極めて,積極,極端,極,極度,至極
47981,15,捕,逮捕,捕える,捕まる,捕虜,捕まえる,捕らえる
47960,19,演,演じる,演奏,演技,演説,演出,出演
47946,29,留,留守,留,留める,留まる,留学,留守番
47584,18,陸,陸軍,上陸,大陸,陸,着陸,陸上
47432,10,迎,迎える,歓迎,出迎える,お迎え,出迎え,迎え入れる
47197,5,捜,捜査,捜す,捜索,捜し出す,特捜,
47159,8,吐,吐く,吐き出す,吐息,吐き気,吐きだす,嘔吐
47142,11,為,行為,為,為す,無為,作為,所為
47114,17,柄,柄,小柄,事柄,人柄,大柄,手柄
47105,12,織,組織,織る,織田,伊織,羽織,羽織る
47096,24,収,収める,収容,収まる,収入,収穫,回収
46941,20,林,林,小林,若林,雑木林,森林,林檎
46933,16,亡,亡くなる,死亡,逃亡,未亡人,亡霊,亡き
46716,21,薬,薬,麻薬,火薬,薬品,弾薬,睡眠薬
46702,6,妹,妹,姉妹,兄妹,従妹,義妹,弟妹
46647,10,済,済む,経済,済ませる,済まない,済,済み
46608,9,隣,隣,隣る,隣室,隣人,隣家,近隣
46410,17,騒,騒ぎ,騒ぐ,騒動,大騒ぎ,物騒,騒がしい
46131,23,永,永遠,永久,永,永い,永井,松永
46088,20,皇,天皇,皇帝,皇,皇子,皇太子,皇后
46055,11,輝,輝く,輝,輝き,輝かしい,輝子,光り輝く
45944,9,訳,訳,申し訳,翻訳,言い訳,通訳,訳す
45943,17,労,苦労,労働,疲労,ご苦労,御苦労,労
45921,21,脱,脱ぐ,脱出,脱,脱走,離脱,脱ぎ捨てる
45795,3,涙,涙,涙ぐむ,涙声,,,
45767,10,輩,先輩,後輩,輩,我輩,吾輩,年輩
45762,16,源,源,源氏,電源,根源,資源,起源
45676,19,縁,縁,縁側,無縁,因縁,縁談,縁起
45625,5,椅,椅子,長椅子,車椅子,安楽椅子,籐椅子,
45507,22,狂,狂う,狂気,狂,狂人,熱狂,狂乱
45260,13,米,米,米国,久米,欧米,米沢,南米
45247,19,筋,筋,筋肉,背筋,首筋,一筋,血筋
45193,26,修,修理,修行,修道,修道院,修,修業
45091,27,倉,朝倉,倉庫,倉,鎌倉,倉田,小倉
45074,18,板,板,看板,甲板,黒板,鉄板,板垣
45029,10,迷,迷う,迷惑,迷い,迷路,迷信,迷宮
45012,18,儀,儀式,儀,礼儀,葬儀,お辞儀,内儀
44922,13,震,震える,震わせる,地震,震え,震動,身震い
44840,25,暴,乱暴,暴力,暴れる,暴走,暴力団,暴行
44735,11,府,政府,幕府,府,府中,甲府,駿府
44727,26,荒,荒い,荒れる,荒,荒々しい,荒野,荒木
44670,12,技,技術,技,演技,技師,競技,技巧
44588,18,印,印象,印,印刷,封印,刻印,目印
44478,6,爵,伯爵,公爵,男爵,侯爵,子爵,爵位
44387,5,叩,叩く,叩きつける,叩き,叩き込む,叩頭,
44363,8,週,週間,週刊,週,先週,週末,来週
44354,3,唇,唇,口唇,上唇,,,
44285,15,揺,揺れる,動揺,揺らす,揺する,揺る,揺れ
44259,19,鳥,鳥,小鳥,鳥居,白鳥,飛鳥,鳥肌
44215,16,列,列車,列,行列,陳列,系列,列島
44183,11,試,試合,試験,試みる,試す,試み,試し
44181,30,総,総,総理,総合,総長,総督,総裁
44050,14,宗,宗,宗教,宗家,宗像,宗春,正宗
44035,8,遅,遅い,遅れる,遅刻,遅れ,手遅れ,遅らせる
43946,13,宅,宅,自宅,住宅,帰宅,邸宅,三宅
43750,7,伯,伯爵,伯父,伯,佐伯,伯母,画伯
43628,6,廊,廊下,回廊,廊,渡り廊下,画廊,廻廊
43574,20,之,之,西之,龍之介,新之助,吉之助,雅之
43491,19,甲,甲板,甲,甲斐,甲高い,甲賀,装甲
43446,27,岸,岸,海岸,河岸,対岸,沿岸,岸辺
43433,9,皆,皆,皆さん,皆無,皆様,皆さま,皆殺し
43364,10,皮,皮,皮肉,皮膚,毛皮,羊皮紙,表皮
43258,9,巨,巨大,巨人,巨体,巨漢,巨木,巨額
43249,14,資,資料,資格,資金,資本,資産,物資
43206,20,習,練習,習慣,習う,演習,学習,風習
43107,6,描,描く,描写,思い描く,描ける,描き出す,絵描き
43080,21,遺,遺体,遺跡,遺言,遺産,遺書,遺伝子
42992,13,設,建設,施設,設計,設ける,設定,設備
42955,6,尋,尋ねる,尋常,尋問,お尋ね,尋,千尋
42895,17,雲,雲,出雲,八雲,黒雲,南雲,白雲
42829,13,竜,竜,竜介,竜太,竜宮,竜二,竜巻
42818,6,杯,杯,精一杯,一杯,乾杯,力一杯,酒杯
42791,5,駅,駅,駅前,駅員,駅長,駅舎,
42515,18,芸,芸術,芸,芸者,文芸,芸人,芸能
42380,10,吾,吾,吾が,吾輩,吾妻,慎吾,文吾
42320,25,忠,忠,忠臣,忠告,忠実,忠誠,忠義
42245,18,鬼,鬼,吸血鬼,餓鬼,鬼神,悪鬼,鬼気
42215,20,検,検査,検事,検討,点検,探検,検死
41879,26,滅,消滅,破滅,滅多,滅びる,滅ぼす,全滅
41653,12,帝,帝国,皇帝,帝,帝王,女帝,帝都
41647,21,量,量,大量,重量,器量,質量,多量
41531,13,仰,信仰,仰ぐ,仰る,仰向け,仰天,仰せる
41507,12,救,救う,救い,救急,救出,救助,救援
41426,18,科,科学,科,教科書,外科,前科,山科
41345,12,州,州,九州,長州,満州,甲州,紀州
41310,11,穴,穴,洞穴,横穴,墓穴,穴山,大穴
41174,11,鏡,鏡,眼鏡,望遠鏡,双眼鏡,鏡台,顕微鏡
41078,18,復,回復,復讐,復活,往復,復帰,報復
41043,3,宙,宇宙,宙,宇宙船,,,
40973,10,承,承知,承る,承諾,承認,伝承,継承
40935,14,境,環境,境,国境,境内,心境,境界
40849,11,邪,邪魔,風邪,無邪気,邪悪,邪,邪馬台国
40830,7,簡,簡単,書簡,簡潔,簡素,簡易,料簡
40560,5,頬,頬,頬杖,頬張る,頬骨,頬ずり,
40452,6,疲,疲れる,疲れ,疲労,お疲れさま,疲弊,疲れはてる
40403,16,祖,祖父,祖母,先祖,祖,祖先,祖国
40325,17,納,納得,納める,加納,納屋,納まる,大納言
40311,20,徳,徳,徳川,道徳,徳利,美徳,悪徳
40245,11,黄,黄金,黄,黄色い,黄色,黄昏,硫黄
40153,7,章,章,文章,紋章,勲章,章太郎,楽章
40035,31,防,防ぐ,防衛,防御,防備,消防,防止
40026,8,駄,駄目,無駄,下駄,駄,駄々,地団駄
39948,15,敗,失敗,敗北,敗戦,敗れる,腐敗,勝敗
39909,13,宇,宇宙,宇宙船,宇佐,宇野,宇津木,宇都宮
39820,18,臣,大臣,忠臣,家臣,臣,重臣,豊臣
39741,3,扉,扉,鉄扉,門扉,,,
39698,14,混,混乱,混じる,混む,混ぜる,混雑,混沌
39619,9,届,届く,届ける,見届ける,届け,届,行き届く
39556,12,博,博士,博雅,博物館,博,博多,賭博
39356,14,群,群,群れ,群衆,群がる,群集,抜群
39351,8,究,研究,研究所,究極,探究,究明,追究
39345,8,絡,連絡,絡む,絡みつく,脈絡,絡める,絡み合う
39265,15,毒,毒,気の毒,中毒,毒殺,消毒,毒物
39044,11,迫,迫る,脅迫,圧迫,迫力,切迫,緊迫
39035,9,責,責任,責める,無責任,責め,叱責,呵責
39010,7,桜,桜,桜井,桜花,桜木,桜田,桜庭
38989,6,研,研究,研究所,研,研修,研ぐ,研ぎ澄ます
38978,24,恵,恵,知恵,恵まれる,恵子,恵み,智恵
38951,22,麻,麻,麻美,麻痺,麻薬,麻子,麻雀
38926,18,屈,退屈,理屈,屈辱,窮屈,屈託,屈める
38867,8,智,智,智子,明智,智恵,智慧,美智子
38669,15,洗,洗う,洗濯,洗面,洗練,洗礼,洗い
38521,8,拠,証拠,根拠,拠点,占拠,拠る,本拠
38395,20,晴,晴,晴れる,素晴らしい,晴れ,晴らす,晴子
38341,6,箱,箱,箱根,ゴミ箱,重箱,千両箱,本箱
38284,16,盗,盗む,強盗,盗賊,盗る,盗み,盗人
38279,14,提,提案,提供,提出,提督,提灯,前提
38269,20,詰,詰める,詰まる,見詰める,詰め,追い詰める,詰る
38182,11,坊,坊,赤ん坊,坊主,坊や,坊さん,坊ちゃん
38164,10,袋,袋,手袋,紙袋,お袋,池袋,胃袋
38151,21,伏,伏せる,降伏,伏見,伏す,伏,起伏
37865,2,嘘,嘘,嘘つき,,,,
37784,28,奈,朝比奈,奈良,加奈子,奈緒,美奈子,比奈子
37780,14,輪,輪,指輪,輪郭,車輪,内輪,腕輪
37724,7,騎,騎士,騎,騎馬,騎兵,騎手,騎乗
37675,17,浅,浅い,浅見,浅草,浅井,浅野,浅羽
37645,10,基,基本,基地,基,基礎,基準,基づく
37621,13,灯,灯,電灯,提灯,灯り,街灯,灯火
37596,19,陰,陰,陰気,陰謀,陰陽,お陰,陰鬱
37573,9,那,旦那,刹那,若旦那,那須,伊那,美那子
37516,10,誘,誘う,誘拐,誘惑,誘い,誘導,勧誘
37474,16,給,給,給料,給仕,補給,給う,供給
37469,8,耕,耕,耕作,耕す,耕平,農耕,耕司
37455,17,積,積む,積極,積み上げる,積もる,面積,蓄積
37215,17,砂,砂,砂漠,砂糖,砂浜,砂利,砂丘
37173,17,児,児,幼児,孤児,鹿児島,児童,胎児
37131,19,染,染める,染まる,染,汚染,感染,馴染み
37072,7,況,状況,情況,戦況,不況,近況,実況
37070,12,抗,抵抗,抗議,対抗,反抗,抗う,抗
37010,5,翌,翌日,翌朝,翌,翌年,翌々日,
36976,8,壊,破壊,壊れる,壊す,崩壊,壊滅,倒壊
36924,12,恥,恥ずかしい,恥,恥じる,恥辱,羞恥,恥づ
36832,17,統,伝統,大統領,統一,系統,統治,統制
36743,16,練,訓練,練習,未練,練る,練,洗練
36665,17,枝,枝,夏枝,瑞枝,三枝,千枝,野枝
36574,17,節,節,季節,節子,関節,一節,使節
36494,6,昭,昭和,昭,義昭,昭子,昭二,昭夫
36441,9,額,額,金額,多額,額縁,巨額,全額
36436,14,如,如し,如何,如く,突如,如何なる,如月
36346,20,宝,宝石,宝,宝貝,宝物,財宝,重宝
36313,25,雄,英雄,雄,雄一,雄二,雄大,雄一郎
35996,5,猫,猫,子猫,猫背,野良猫,山猫,
35977,11,詩,詩,詩人,詩音,詩集,詩織,吟遊詩人
35962,14,整,整理,整える,整備,整う,調整,整然と
35859,13,脳,脳,脳裏,頭脳,首脳,脳裡,脳髄
35823,19,陣,陣,陣地,本陣,出陣,陣営,陣取る
35745,13,甘,甘い,甘える,甘粕,甘美,美甘,甘やかす
35699,13,純,単純,純粋,純,純子,純白,純一
35668,20,盛,盛,盛る,盛ん,盛り上がる,盛り,盛大
35653,9,被,被害,被告,被る,被,被疑,被せる
35616,14,衆,衆,大衆,民衆,群衆,公衆,若い衆
35518,15,増,増す,増える,増やす,増加,増,増大
35518,6,悟,覚悟,悟る,悟,悟史,悟り,大悟
35456,11,爆,爆発,爆弾,爆撃,爆破,爆音,原爆
35264,7,坐,坐る,坐りこむ,坐り,坐す,坐り込む,坐禅
35148,8,授,教授,授業,授ける,助教授,授かる,伝授
35138,13,希,希望,美希,希,亜希子,由希,真希
35092,10,句,文句,句,絶句,俳句,挙句,高句麗
35071,16,厳,厳しい,厳重,威厳,厳,厳密,厳格
35054,6,央,中央,央,奈央,未央,中央公論,中央公論社
35015,12,評,評判,評価,批評,評論,評議,評す
34936,14,便,便,郵便,便利,便所,小便,不便
34874,15,矢,矢,無理矢理,矢代,矢先,矢野,矢島
34869,10,借,借りる,借金,借り,拝借,借用,借家
34868,12,値,価値,値段,値,値する,値打ち,数値
34865,16,竹,竹,佐竹,竹内,竹中,竹田,竹刀
34852,13,荷,荷物,荷,重荷,稲荷,荷台,荷馬
34843,12,燃,燃える,燃やす,燃料,燃え上がる,燃えさかる,燃焼
34830,7,互,お互い,互いに,互い,交互,相互,互に
34828,13,級,階級,高級,級,同級生,上級,下級
34779,11,諸,諸,諸君,諸国,諸島,諸侯,諸氏
34730,10,歴,歴史,経歴,歴,履歴,歴代,遍歴
34580,18,弥,弥,弥生,一弥,弥七,弥平,弥太郎
34578,11,才,才能,才人,天才,才,秀才,才気
34554,4,嬢,嬢,お嬢さん,お嬢様,令嬢,,
34512,14,酔,酔う,酔い,酔っぱらう,酔っ払う,麻酔,陶酔
34485,17,編,編集,編,編成,編む,短編,編隊
34356,11,価,価値,評価,高価,価格,物価,株価
34182,7,準,準備,水準,基準,標準,準,照準
34081,11,監,監督,監視,監獄,監禁,総監,監察
33741,14,歯,歯,奥歯,歯ぎしり,歯車,前歯,歯切れ
33736,13,至,至る,至極,至,至急,至近,至って
33722,8,傾,傾ける,傾げる,傾く,傾向,傾斜,傾倒
